frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
347.75,1.79,3.98,1.79,3.98,-3.98,-3.21,-3.33,-2.19,-2.19,-2.19
351.23,1.66,3.85,1.66,3.85,-3.85,-3.11,-3.20,-2.18,-2.18,-2.19
354.74,1.53,3.70,1.53,3.71,-3.71,-3.01,-3.07,-2.18,-2.18,-2.17
358.28,1.40,3.57,1.40,3.57,-3.57,-2.92,-2.95,-2.17,-2.17,-2.17
361.87,1.27,3.43,1.27,3.43,-3.43,-2.82,-2.82,-2.16,-2.16,-2.16
365.49,1.14,3.30,1.14,3.29,-3.29,-2.73,-2.70,-2.15,-2.15,-2.15
369.14,1.00,3.15,1.00,3.15,-3.15,-2.64,-2.58,-2.14,-2.14,-2.14
372.83,0.86,3.00,0.86,3.00,-3.00,-2.55,-2.47,-2.14,-2.14,-2.14
376.56,0.72,2.86,0.72,2.86,-2.86,-2.47,-2.35,-2.14,-2.14,-2.14
380.33,0.58,2.71,0.58,2.71,-2.71,-2.38,-2.24,-2.13,-2.13,-2.13
384.13,0.45,2.57,0.45,2.57,-2.57,-2.30,-2.13,-2.12,-2.12,-2.12
387.97,0.31,2.42,0.31,2.42,-2.42,-2.21,-2.02,-2.11,-2.11,-2.11
391.85,0.18,2.28,0.18,2.28,-2.28,-2.13,-1.92,-2.10,-2.10,-2.10
395.77,0.04,2.14,0.04,2.14,-2.14,-2.05,-1.82,-2.10,-2.09,-2.10
399.73,-0.09,2.00,-0.09,2.00,-2.00,-1.97,-1.71,-2.08,-2.09,-2.09
403.72,-0.23,1.84,-0.23,1.85,-1.86,-1.88,-1.61,-2.08,-2.08,-2.07
407.76,-0.36,1.71,-0.36,1.71,-1.72,-1.80,-1.52,-2.07,-2.07,-2.07
411.84,-0.49,1.58,-0.49,1.57,-1.58,-1.72,-1.42,-2.06,-2.06,-2.06
415.96,-0.62,1.44,-0.62,1.44,-1.44,-1.63,-1.33,-2.05,-2.05,-2.05
420.12,-0.75,1.31,-0.75,1.30,-1.30,-1.54,-1.24,-2.04,-2.04,-2.05
424.32,-0.88,1.17,-0.88,1.16,-1.16,-1.45,-1.15,-2.04,-2.04,-2.05
428.56,-1.01,1.02,-1.01,1.02,-1.02,-1.36,-1.07,-2.03,-2.03,-2.03
432.85,-1.14,0.88,-1.14,0.88,-0.89,-1.26,-0.99,-2.03,-2.03,-2.02
437.18,-1.26,0.76,-1.26,0.75,-0.76,-1.16,-0.91,-2.01,-2.02,-2.02
441.55,-1.39,0.62,-1.38,0.62,-0.63,-1.05,-0.83,-2.02,-2.01,-2.01
445.96,-1.50,0.50,-1.50,0.50,-0.50,-0.94,-0.75,-2.00,-2.00,-2.00
450.42,-1.60,0.39,-1.60,0.39,-0.38,-0.81,-0.68,-1.98,-1.98,-1.99
454.93,-1.71,0.27,-1.71,0.27,-0.27,-0.68,-0.61,-1.97,-1.97,-1.98
459.48,-1.81,0.16,-1.81,0.15,-0.16,-0.54,-0.55,-1.96,-1.97,-1.97
464.07,-1.92,0.03,-1.91,0.04,-0.05,-0.38,-0.49,-1.97,-1.96,-1.95
468.71,-2.00,-0.06,-1.99,-0.05,0.05,-0.22,-0.43,-1.95,-1.94,-1.94
473.40,-2.07,-0.14,-2.07,-0.14,0.15,-0.04,-0.37,-1.92,-1.93,-1.93
478.13,-2.14,-0.22,-2.14,-0.22,0.23,0.14,-0.32,-1.91,-1.91,-1.92
482.91,-2.22,-0.31,-2.22,-0.31,0.31,0.32,-0.27,-1.91,-1.91,-1.91
487.74,-2.29,-0.39,-2.29,-0.39,0.38,0.49,-0.23,-1.91,-1.91,-1.90
492.62,-2.36,-0.47,-2.35,-0.46,0.44,0.64,-0.19,-1.91,-1.90,-1.89
497.55,-2.39,-0.51,-2.39,-0.51,0.50,0.76,-0.15,-1.89,-1.89,-1.88
502.52,-2.41,-0.54,-2.41,-0.54,0.55,0.84,-0.12,-1.86,-1.86,-1.87
507.55,-2.43,-0.58,-2.43,-0.57,0.59,0.87,-0.09,-1.84,-1.84,-1.85
512.62,-2.45,-0.60,-2.46,-0.62,0.62,0.86,-0.06,-1.83,-1.83,-1.84
517.75,-2.48,-0.65,-2.48,-0.65,0.64,0.80,-0.04,-1.84,-1.84,-1.82
522.93,-2.50,-0.68,-2.48,-0.67,0.65,0.71,-0.02,-1.85,-1.83,-1.81
528.16,-2.47,-0.66,-2.47,-0.67,0.65,0.60,-0.00,-1.81,-1.82,-1.80
533.44,-2.43,-0.63,-2.44,-0.64,0.65,0.48,0.01,-1.78,-1.79,-1.79
538.77,-2.40,-0.61,-2.40,-0.61,0.63,0.37,0.02,-1.77,-1.77,-1.78
544.16,-2.36,-0.59,-2.36,-0.59,0.60,0.26,0.03,-1.76,-1.76,-1.76
549.60,-2.32,-0.56,-2.32,-0.57,0.56,0.16,0.03,-1.76,-1.76,-1.75
555.10,-2.27,-0.53,-2.26,-0.52,0.51,0.07,0.03,-1.75,-1.75,-1.73
560.65,-2.19,-0.46,-2.19,-0.46,0.46,-0.01,0.03,-1.73,-1.73,-1.72
566.25,-2.11,-0.39,-2.11,-0.40,0.40,-0.07,0.03,-1.71,-1.72,-1.71
571.92,-2.03,-0.32,-2.03,-0.33,0.33,-0.13,0.02,-1.70,-1.70,-1.71
577.64,-1.95,-0.25,-1.94,-0.25,0.25,-0.18,0.02,-1.70,-1.70,-1.70
583.41,-1.86,-0.17,-1.85,-0.17,0.16,-0.22,0.01,-1.69,-1.69,-1.69
589.25,-1.75,-0.07,-1.75,-0.08,0.08,-0.25,-0.00,-1.67,-1.68,-1.68
595.14,-1.65,0.02,-1.65,0.02,-0.02,-0.28,-0.02,-1.66,-1.66,-1.67
601.09,-1.54,0.12,-1.54,0.11,-0.11,-0.30,-0.03,-1.65,-1.65,-1.66
607.10,-1.43,0.21,-1.43,0.21,-0.21,-0.32,-0.04,-1.63,-1.63,-1.64
613.17,-1.32,0.30,-1.31,0.30,-0.30,-0.33,-0.06,-1.62,-1.62,-1.62
619.30,-1.20,0.40,-1.20,0.40,-0.40,-0.34,-0.08,-1.60,-1.60,-1.60
625.50,-1.08,0.50,-1.08,0.50,-0.50,-0.35,-0.09,-1.58,-1.58,-1.58
631.75,-0.97,0.60,-0.96,0.60,-0.60,-0.36,-0.11,-1.57,-1.56,-1.57
638.07,-0.85,0.70,-0.85,0.70,-0.70,-0.36,-0.13,-1.55,-1.55,-1.55
644.45,-0.73,0.80,-0.73,0.80,-0.80,-0.36,-0.15,-1.53,-1.53,-1.53
650.89,-0.62,0.90,-0.62,0.89,-0.90,-0.36,-0.17,-1.52,-1.52,-1.52
657.40,-0.51,0.98,-0.51,0.99,-0.99,-0.36,-0.19,-1.50,-1.50,-1.49
663.98,-0.40,1.08,-0.39,1.08,-1.09,-0.36,-0.21,-1.48,-1.48,-1.48
670.62,-0.28,1.18,-0.28,1.18,-1.17,-0.36,-0.23,-1.45,-1.45,-1.46
677.32,-0.17,1.27,-0.17,1.27,-1.26,-0.36,-0.25,-1.42,-1.43,-1.44
684.10,-0.08,1.34,-0.08,1.34,-1.33,-0.35,-0.28,-1.41,-1.42,-1.42
690.94,-0.01,1.39,-0.01,1.39,-1.40,-0.35,-0.30,-1.41,-1.41,-1.40
697.85,0.05,1.43,0.06,1.43,-1.46,-0.34,-0.32,-1.40,-1.40,-1.38
704.83,0.12,1.48,0.13,1.49,-1.49,-0.34,-0.34,-1.37,-1.37,-1.36
711.87,0.18,1.52,0.19,1.53,-1.51,-0.33,-0.37,-1.33,-1.32,-1.34
718.99,0.25,1.57,0.23,1.55,-1.51,-0.33,-0.39,-1.26,-1.28,-1.32
726.18,0.23,1.53,0.22,1.52,-1.49,-0.32,-0.41,-1.26,-1.26,-1.30
733.44,0.17,1.45,0.18,1.46,-1.45,-0.32,-0.44,-1.28,-1.27,-1.28
740.78,0.11,1.37,0.12,1.37,-1.39,-0.31,-0.46,-1.28,-1.28,-1.26
748.19,0.05,1.29,0.06,1.30,-1.32,-0.31,-0.48,-1.26,-1.26,-1.24
755.67,0.00,1.22,0.00,1.22,-1.22,-0.31,-0.51,-1.22,-1.22,-1.22
763.23,-0.06,1.14,-0.07,1.13,-1.11,-0.30,-0.53,-1.17,-1.18,-1.20
770.86,-0.16,1.02,-0.16,1.02,-0.99,-0.30,-0.55,-1.15,-1.15,-1.18
778.57,-0.27,0.89,-0.26,0.89,-0.88,-0.29,-0.58,-1.15,-1.14,-1.16
786.35,-0.38,0.76,-0.38,0.75,-0.77,-0.29,-0.60,-1.14,-1.15,-1.14
794.22,-0.48,0.63,-0.48,0.63,-0.66,-0.29,-0.63,-1.14,-1.14,-1.11
802.16,-0.58,0.51,-0.56,0.53,-0.56,-0.28,-0.65,-1.14,-1.12,-1.09
810.18,-0.61,0.46,-0.61,0.46,-0.47,-0.28,-0.67,-1.08,-1.08,-1.07
818.28,-0.64,0.41,-0.64,0.40,-0.40,-0.28,-0.69,-1.04,-1.04,-1.05
826.46,-0.67,0.36,-0.67,0.36,-0.34,-0.28,-0.72,-1.01,-1.01,-1.03
834.73,-0.69,0.31,-0.70,0.31,-0.31,-0.28,-0.74,-1.00,-1.00,-1.00
843.08,-0.72,0.26,-0.70,0.27,-0.29,-0.28,-0.76,-1.00,-0.99,-0.98
851.51,-0.70,0.26,-0.69,0.26,-0.27,-0.28,-0.78,-0.97,-0.97,-0.96
860.02,-0.66,0.27,-0.66,0.27,-0.27,-0.29,-0.80,-0.93,-0.93,-0.93
868.62,-0.62,0.28,-0.62,0.28,-0.28,-0.29,-0.81,-0.89,-0.90,-0.90
877.31,-0.58,0.30,-0.58,0.29,-0.29,-0.30,-0.83,-0.86,-0.87,-0.88
886.08,-0.55,0.30,-0.54,0.31,-0.30,-0.30,-0.85,-0.85,-0.84,-0.85
894.94,-0.51,0.32,-0.50,0.32,-0.32,-0.31,-0.86,-0.83,-0.82,-0.83
903.89,-0.46,0.34,-0.46,0.34,-0.34,-0.32,-0.87,-0.79,-0.80,-0.80
912.93,-0.41,0.36,-0.41,0.36,-0.36,-0.33,-0.88,-0.76,-0.76,-0.77
922.06,-0.36,0.37,-0.36,0.37,-0.37,-0.34,-0.89,-0.73,-0.73,-0.73
931.28,-0.32,0.38,-0.31,0.39,-0.39,-0.35,-0.89,-0.70,-0.70,-0.70
940.59,-0.27,0.40,-0.27,0.40,-0.40,-0.37,-0.90,-0.67,-0.67,-0.67
950.00,-0.22,0.42,-0.22,0.42,-0.42,-0.39,-0.90,-0.63,-0.64,-0.64
959.50,-0.18,0.43,-0.17,0.43,-0.43,-0.40,-0.90,-0.61,-0.60,-0.61
969.09,-0.13,0.44,-0.13,0.44,-0.44,-0.42,-0.89,-0.57,-0.57,-0.57
978.78,-0.09,0.45,-0.09,0.45,-0.45,-0.44,-0.88,-0.54,-0.54,-0.54
988.57,-0.05,0.45,-0.05,0.46,-0.46,-0.46,-0.87,-0.50,-0.50,-0.50
998.46,-0.01,0.46,-0.00,0.46,-0.46,-0.48,-0.86,-0.47,-0.47,-0.47
1008.44,0.04,0.47,0.04,0.47,-0.47,-0.50,-0.85,-0.43,-0.43,-0.43
1018.53,0.08,0.47,0.08,0.47,-0.47,-0.52,-0.83,-0.39,-0.39,-0.39
1028.71,0.12,0.47,0.12,0.48,-0.48,-0.54,-0.80,-0.35,-0.35,-0.35
1039.00,0.16,0.48,0.16,0.48,-0.48,-0.55,-0.78,-0.32,-0.32,-0.32
1049.39,0.20,0.48,0.20,0.48,-0.48,-0.56,-0.75,-0.28,-0.28,-0.28
1059.88,0.24,0.48,0.24,0.48,-0.48,-0.56,-0.72,-0.24,-0.24,-0.24
1070.48,0.28,0.47,0.28,0.48,-0.47,-0.56,-0.69,-0.19,-0.19,-0.19
1081.19,0.32,0.47,0.32,0.47,-0.47,-0.55,-0.66,-0.15,-0.15,-0.15
1092.00,0.36,0.46,0.36,0.46,-0.46,-0.53,-0.62,-0.10,-0.10,-0.10
1102.92,0.39,0.44,0.40,0.45,-0.45,-0.51,-0.58,-0.05,-0.05,-0.05
1113.95,0.43,0.44,0.43,0.43,-0.43,-0.48,-0.54,0.00,-0.00,-0.01
1125.09,0.46,0.41,0.46,0.41,-0.41,-0.45,-0.49,0.05,0.05,0.05
1136.34,0.49,0.39,0.49,0.39,-0.39,-0.41,-0.45,0.10,0.10,0.10
1147.70,0.52,0.36,0.52,0.36,-0.36,-0.37,-0.40,0.16,0.16,0.16
1159.18,0.55,0.33,0.55,0.33,-0.34,-0.32,-0.35,0.22,0.22,0.22
1170.77,0.58,0.31,0.58,0.31,-0.31,-0.27,-0.30,0.28,0.27,0.27
1182.48,0.60,0.27,0.61,0.27,-0.27,-0.22,-0.25,0.33,0.33,0.33
1194.30,0.63,0.24,0.63,0.24,-0.24,-0.17,-0.20,0.39,0.39,0.39
1206.25,0.66,0.20,0.66,0.20,-0.20,-0.11,-0.14,0.46,0.45,0.46
1218.31,0.68,0.16,0.69,0.17,-0.17,-0.06,-0.09,0.51,0.52,0.52
1230.49,0.71,0.13,0.71,0.13,-0.13,-0.01,-0.03,0.58,0.58,0.58
1242.80,0.73,0.09,0.73,0.09,-0.09,0.04,0.02,0.65,0.65,0.64
1255.22,0.76,0.05,0.76,0.05,-0.04,0.09,0.08,0.72,0.72,0.71
1267.78,0.78,-0.01,0.78,-0.00,0.00,0.14,0.14,0.79,0.79,0.79
1280.45,0.81,-0.05,0.81,-0.05,0.05,0.18,0.20,0.86,0.86,0.86
1293.26,0.83,-0.11,0.83,-0.11,0.10,0.23,0.26,0.93,0.93,0.94
1306.19,0.86,-0.15,0.86,-0.15,0.15,0.27,0.32,1.01,1.01,1.01
1319.25,0.88,-0.21,0.89,-0.20,0.20,0.32,0.38,1.09,1.09,1.09
1332.45,0.91,-0.25,0.91,-0.25,0.26,0.36,0.44,1.17,1.17,1.16
1345.77,0.93,-0.31,0.93,-0.31,0.31,0.40,0.51,1.24,1.24,1.24
1359.23,0.95,-0.37,0.96,-0.36,0.37,0.44,0.57,1.32,1.32,1.32
1372.82,0.98,-0.42,0.98,-0.42,0.42,0.48,0.63,1.41,1.40,1.40
1386.55,1.00,-0.48,1.00,-0.48,0.48,0.52,0.70,1.48,1.48,1.48
1400.41,1.02,-0.54,1.02,-0.54,0.53,0.56,0.76,1.56,1.56,1.56
1414.42,1.04,-0.60,1.04,-0.59,0.59,0.60,0.83,1.63,1.63,1.64
1428.56,1.07,-0.64,1.07,-0.65,0.64,0.63,0.89,1.71,1.71,1.71
1442.85,1.09,-0.70,1.09,-0.70,0.70,0.67,0.96,1.79,1.79,1.79
1457.28,1.12,-0.75,1.12,-0.75,0.75,0.71,1.03,1.87,1.87,1.87
1471.85,1.14,-0.80,1.15,-0.80,0.80,0.74,1.10,1.94,1.95,1.94
1486.57,1.17,-0.85,1.17,-0.85,0.86,0.78,1.16,2.03,2.03,2.02
1501.43,1.20,-0.90,1.20,-0.91,0.91,0.82,1.23,2.11,2.11,2.10
1516.45,1.22,-0.97,1.23,-0.96,0.96,0.85,1.30,2.18,2.19,2.19
1531.61,1.26,-1.02,1.26,-1.02,1.01,0.89,1.37,2.27,2.27,2.28
1546.93,1.30,-1.07,1.30,-1.07,1.06,0.92,1.44,2.37,2.36,2.37
1562.40,1.34,-1.12,1.34,-1.12,1.12,0.96,1.52,2.46,2.46,2.46
1578.02,1.38,-1.17,1.38,-1.17,1.17,1.00,1.59,2.55,2.55,2.55
1593.80,1.42,-1.21,1.42,-1.21,1.22,1.03,1.66,2.64,2.64,2.63
1609.74,1.46,-1.27,1.47,-1.27,1.27,1.07,1.73,2.73,2.73,2.73
1625.84,1.51,-1.32,1.51,-1.32,1.32,1.11,1.80,2.83,2.83,2.83
1642.10,1.56,-1.38,1.56,-1.38,1.37,1.15,1.88,2.93,2.93,2.94
1658.52,1.61,-1.43,1.61,-1.43,1.42,1.19,1.95,3.04,3.04,3.04
1675.10,1.66,-1.48,1.66,-1.48,1.48,1.23,2.02,3.14,3.14,3.14
1691.85,1.71,-1.53,1.71,-1.53,1.54,1.27,2.09,3.25,3.25,3.24
1708.77,1.76,-1.59,1.76,-1.59,1.60,1.31,2.16,3.36,3.36,3.35
1725.86,1.81,-1.66,1.81,-1.65,1.66,1.35,2.24,3.47,3.47,3.47
1743.12,1.86,-1.72,1.86,-1.73,1.72,1.39,2.31,3.58,3.58,3.58
1760.55,1.90,-1.80,1.91,-1.79,1.79,1.43,2.38,3.69,3.70,3.70
1778.15,1.95,-1.87,1.95,-1.86,1.86,1.48,2.45,3.81,3.81,3.82
1795.94,2.00,-1.93,2.00,-1.94,1.94,1.52,2.51,3.94,3.94,3.93
1813.90,2.05,-2.01,2.05,-2.01,2.01,1.57,2.58,4.07,4.06,4.06
1832.03,2.09,-2.09,2.09,-2.09,2.10,1.62,2.64,4.19,4.19,4.18
1850.36,2.13,-2.18,2.13,-2.18,2.18,1.66,2.71,4.31,4.31,4.31
1868.86,2.17,-2.27,2.17,-2.27,2.27,1.71,2.77,4.44,4.44,4.44
1887.55,2.21,-2.36,2.21,-2.36,2.36,1.76,2.83,4.57,4.57,4.57
1906.42,2.25,-2.45,2.25,-2.45,2.45,1.81,2.88,4.70,4.70,4.70
1925.49,2.29,-2.54,2.29,-2.54,2.55,1.86,2.94,4.84,4.84,4.83
1944.74,2.33,-2.64,2.33,-2.64,2.64,1.91,2.99,4.98,4.97,4.97
1964.19,2.36,-2.74,2.37,-2.74,2.74,1.97,3.04,5.10,5.10,5.10
1983.83,2.40,-2.84,2.40,-2.84,2.83,2.02,3.08,5.23,5.23,5.24
2003.67,2.44,-2.93,2.44,-2.93,2.92,2.08,3.13,5.36,5.36,5.37
2023.71,2.47,-3.02,2.48,-3.02,3.01,2.14,3.17,5.48,5.48,5.49
2043.94,2.51,-3.10,2.51,-3.10,3.10,2.20,3.21,5.61,5.61,5.61
2064.38,2.55,-3.17,2.55,-3.17,3.18,2.26,3.25,5.73,5.73,5.72
2085.03,2.59,-3.25,2.59,-3.25,3.26,2.32,3.28,5.85,5.85,5.84
2105.88,2.62,-3.34,2.63,-3.33,3.34,2.38,3.31,5.96,5.97,5.96
2126.94,2.66,-3.42,2.66,-3.42,3.42,2.45,3.35,6.08,6.08,6.08
2148.20,2.70,-3.50,2.70,-3.50,3.49,2.51,3.37,6.20,6.20,6.20
2169.69,2.74,-3.58,2.75,-3.57,3.57,2.58,3.40,6.31,6.32,6.32
2191.38,2.80,-3.64,2.80,-3.64,3.64,2.65,3.43,6.44,6.44,6.44
2213.30,2.85,-3.71,2.85,-3.71,3.71,2.72,3.46,6.56,6.56,6.56
2235.43,2.90,-3.78,2.91,-3.77,3.78,2.80,3.48,6.68,6.68,6.68
2257.78,2.96,-3.83,2.96,-3.83,3.84,2.87,3.51,6.80,6.80,6.79
2280.36,3.01,-3.90,3.01,-3.89,3.90,2.95,3.53,6.91,6.91,6.91
2303.17,3.07,-3.95,3.07,-3.96,3.95,3.03,3.56,7.02,7.02,7.02
2326.20,3.12,-4.02,3.12,-4.02,4.00,3.11,3.58,7.13,7.13,7.14
2349.46,3.18,-4.08,3.18,-4.07,4.06,3.19,3.61,7.24,7.24,7.26
2372.95,3.23,-4.13,3.24,-4.12,4.12,3.27,3.64,7.35,7.36,7.36
2396.68,3.29,-4.16,3.29,-4.17,4.19,3.36,3.66,7.48,7.47,7.45
2420.65,3.33,-4.22,3.32,-4.23,4.25,3.45,3.70,7.59,7.57,7.55
2444.86,3.33,-4.31,3.34,-4.31,4.32,3.53,3.73,7.66,7.66,7.64
2469.31,3.33,-4.40,3.34,-4.40,4.40,3.63,3.76,7.73,7.73,7.73
2494.00,3.33,-4.50,3.33,-4.49,4.47,3.72,3.80,7.80,7.80,7.83
2518.94,3.33,-4.58,3.33,-4.58,4.55,3.81,3.84,7.88,7.88,7.91
2544.13,3.33,-4.65,3.34,-4.65,4.64,3.91,3.88,7.97,7.97,7.98
2569.57,3.34,-4.72,3.34,-4.72,4.72,4.01,3.92,8.07,8.07,8.06
2595.27,3.34,-4.80,3.35,-4.80,4.81,4.11,3.97,8.16,8.16,8.14
2621.22,3.34,-4.88,3.33,-4.89,4.91,4.21,4.02,8.25,8.24,8.22
2647.43,3.30,-4.99,3.30,-4.99,5.00,4.31,4.07,8.30,8.30,8.29
2673.90,3.24,-5.11,3.25,-5.10,5.11,4.42,4.13,8.35,8.35,8.35
2700.64,3.19,-5.22,3.19,-5.22,5.22,4.52,4.19,8.41,8.41,8.41
2727.65,3.13,-5.34,3.14,-5.34,5.34,4.63,4.25,8.48,8.48,8.47
2754.93,3.08,-5.45,3.08,-5.45,5.47,4.74,4.32,8.55,8.55,8.53
2782.48,3.02,-5.57,3.02,-5.57,5.59,4.85,4.39,8.61,8.61,8.59
2810.30,2.94,-5.70,2.94,-5.69,5.70,4.96,4.46,8.64,8.65,8.64
2838.40,2.86,-5.81,2.86,-5.81,5.80,5.07,4.54,8.66,8.66,8.67
2866.79,2.77,-5.93,2.78,-5.93,5.88,5.18,4.63,8.65,8.66,8.70
2895.46,2.69,-6.05,2.70,-6.04,5.94,5.29,4.71,8.63,8.63,8.74
2924.41,2.61,-6.16,2.60,-6.17,5.98,5.40,4.80,8.59,8.58,8.77
2953.65,2.50,-6.30,2.50,-6.30,6.01,5.51,4.90,8.51,8.51,8.80
2983.19,2.38,-6.45,2.39,-6.44,6.02,5.62,4.99,8.40,8.41,8.83
3013.02,2.27,-6.59,2.27,-6.58,6.02,5.73,5.10,8.29,8.29,8.86
3043.15,2.15,-6.73,2.15,-6.73,6.01,5.84,5.20,8.17,8.17,8.88
3073.58,2.03,-6.87,2.03,-6.88,6.01,5.94,5.31,8.04,8.03,8.90
3104.32,1.88,-7.05,1.88,-7.05,6.00,6.04,5.42,7.88,7.88,8.93
3135.36,1.73,-7.22,1.74,-7.21,6.00,6.14,5.54,7.73,7.74,8.95
3166.72,1.57,-7.39,1.58,-7.38,6.00,6.24,5.66,7.57,7.58,8.96
3198.38,1.41,-7.55,1.41,-7.56,6.00,6.33,5.78,7.41,7.41,8.96
3230.37,1.22,-7.74,1.22,-7.74,6.00,6.42,5.91,7.22,7.22,8.96
3262.67,1.01,-7.94,1.02,-7.94,6.00,6.50,6.03,7.01,7.02,8.95
3295.30,0.80,-8.15,0.81,-8.15,6.00,6.58,6.16,6.80,6.81,8.95
3328.25,0.59,-8.36,0.59,-8.36,6.00,6.65,6.29,6.59,6.59,8.95
3361.53,0.36,-8.58,0.36,-8.58,6.00,6.71,6.42,6.36,6.36,8.94
3395.15,0.12,-8.81,0.13,-8.80,6.00,6.77,6.56,6.12,6.13,8.93
3429.10,-0.11,-9.02,-0.11,-9.02,6.00,6.82,6.69,5.89,5.89,8.91
3463.39,-0.36,-9.25,-0.36,-9.25,6.00,6.86,6.82,5.64,5.64,8.89
3498.03,-0.61,-9.49,-0.61,-9.49,6.00,6.90,6.95,5.39,5.39,8.88
3533.01,-0.87,-9.73,-0.87,-9.73,6.00,6.93,7.07,5.13,5.13,8.86
3568.34,-1.15,-9.98,-1.14,-9.97,6.00,6.94,7.19,4.85,4.86,8.83
3604.02,-1.42,-10.22,-1.42,-10.22,6.00,6.96,7.31,4.58,4.58,8.80
3640.06,-1.71,-10.48,-1.71,-10.48,6.00,6.96,7.42,4.29,4.29,8.77
3676.46,-2.01,-10.74,-2.01,-10.74,6.00,6.95,7.52,3.99,3.99,8.73
3713.22,-2.32,-11.02,-2.32,-11.02,6.00,6.94,7.61,3.68,3.68,8.70
3750.36,-2.65,-11.32,-2.64,-11.31,6.00,6.92,7.69,3.35,3.36,8.67
3787.86,-2.98,-11.61,-2.97,-11.61,6.00,6.89,7.77,3.02,3.03,8.63
3825.74,-3.32,-11.92,-3.32,-11.92,6.00,6.86,7.82,2.68,2.68,8.60
3864.00,-3.67,-12.23,-3.69,-12.25,6.00,6.81,7.87,2.33,2.31,8.56
3902.64,-4.09,-12.61,-4.08,-12.60,6.00,6.77,7.90,1.91,1.92,8.52
3941.66,-4.50,-12.98,-4.49,-12.98,6.00,6.72,7.92,1.50,1.51,8.48
3981.08,-4.91,-13.36,-4.92,-13.37,6.00,6.66,7.92,1.09,1.08,8.45
4020.89,-5.31,-13.72,-5.31,-13.72,6.00,6.60,7.90,0.69,0.69,8.41
4061.10,-5.69,-14.05,-5.65,-14.01,6.00,6.53,7.87,0.31,0.35,8.36
4101.71,-5.91,-14.22,-5.93,-14.25,6.00,6.47,7.82,0.09,0.07,8.31
4142.73,-6.12,-14.39,-6.15,-14.42,6.00,6.40,7.76,-0.12,-0.15,8.27
4184.15,-6.32,-14.54,-6.27,-14.50,6.00,6.33,7.68,-0.32,-0.27,8.22
4226.00,-6.34,-14.52,-6.31,-14.49,6.00,6.26,7.58,-0.34,-0.31,8.18
4268.26,-6.21,-14.34,-6.26,-14.39,6.00,6.19,7.48,-0.21,-0.26,8.13
4310.94,-6.09,-14.17,-6.11,-14.19,6.00,6.12,7.36,-0.09,-0.11,8.08
4354.05,-5.94,-13.97,-5.87,-13.90,6.00,6.06,7.23,0.06,0.13,8.03
4397.59,-5.52,-13.50,-5.51,-13.50,6.00,5.99,7.10,0.48,0.49,7.98
4441.56,-5.04,-12.97,-5.06,-12.99,6.00,5.93,6.95,0.96,0.94,7.93
4485.98,-4.53,-12.41,-4.54,-12.42,6.00,5.88,6.80,1.47,1.46,7.88
4530.84,-4.05,-11.87,-4.04,-11.87,6.00,5.82,6.64,1.95,1.96,7.82
4576.15,-3.55,-11.32,-3.54,-11.31,6.00,5.78,6.47,2.45,2.46,7.77
4621.91,-3.05,-10.76,-3.05,-10.76,6.00,5.73,6.31,2.95,2.95,7.71
4668.13,-2.55,-10.21,-2.55,-10.21,6.00,5.70,6.14,3.45,3.45,7.66
4714.81,-2.07,-9.67,-2.07,-9.67,6.00,5.67,5.97,3.93,3.93,7.60
4761.96,-1.61,-9.15,-1.60,-9.14,6.00,5.64,5.79,4.39,4.40,7.54
4809.58,-1.16,-8.65,-1.15,-8.64,6.00,5.63,5.62,4.84,4.85,7.49
4857.67,-0.71,-8.14,-0.72,-8.16,6.00,5.62,5.45,5.29,5.28,7.43
4906.25,-0.35,-7.72,-0.34,-7.71,6.01,5.62,5.28,5.66,5.66,7.37
4955.31,0.00,-7.31,-0.01,-7.32,6.01,5.63,5.11,6.02,6.01,7.31
5004.87,0.27,-6.98,0.29,-6.97,6.01,5.65,4.94,6.29,6.30,7.25
5054.91,0.54,-6.67,0.55,-6.66,6.00,5.67,4.78,6.55,6.55,7.21
5105.46,0.78,-6.38,0.75,-6.41,5.98,5.71,4.62,6.77,6.73,7.16
5156.52,0.89,-6.22,0.90,-6.21,5.96,5.75,4.46,6.85,6.86,7.11
5208.08,0.99,-6.07,1.02,-6.04,5.93,5.81,4.30,6.92,6.95,7.06
5260.16,1.10,-5.91,1.10,-5.91,5.90,5.86,4.15,7.00,7.00,7.01
5312.77,1.18,-5.78,1.14,-5.82,5.86,5.93,4.00,7.05,7.00,6.96
5365.89,1.11,-5.79,1.12,-5.78,5.84,6.00,3.85,6.95,6.96,6.90
5419.55,1.04,-5.80,1.05,-5.79,5.83,6.08,3.71,6.87,6.88,6.84
5473.75,0.97,-5.82,0.97,-5.82,5.83,6.15,3.57,6.80,6.80,6.79
5528.49,0.90,-5.83,0.90,-5.83,5.84,6.22,3.43,6.74,6.74,6.73
5583.77,0.83,-5.85,0.82,-5.86,5.86,6.29,3.30,6.69,6.69,6.68
5639.61,0.73,-5.89,0.73,-5.90,5.90,6.34,3.18,6.64,6.63,6.62
5696.00,0.62,-5.96,0.62,-5.96,5.95,6.38,3.05,6.57,6.57,6.58
5752.96,0.50,-6.03,0.50,-6.04,5.98,6.40,2.93,6.48,6.48,6.53
