frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
354.74,1.53,3.78,1.53,3.78,-3.78,-3.69,-3.15,-2.25,-2.25,-2.25
358.28,1.40,3.65,1.40,3.65,-3.65,-3.56,-3.03,-2.24,-2.24,-2.25
361.87,1.27,3.51,1.27,3.51,-3.51,-3.44,-2.91,-2.23,-2.24,-2.24
365.49,1.14,3.37,1.14,3.37,-3.36,-3.32,-2.79,-2.23,-2.23,-2.23
369.14,1.00,3.22,1.00,3.22,-3.22,-3.20,-2.67,-2.22,-2.22,-2.22
372.83,0.86,3.07,0.86,3.08,-3.08,-3.08,-2.55,-2.22,-2.22,-2.21
376.56,0.72,2.94,0.72,2.93,-2.93,-2.97,-2.44,-2.22,-2.22,-2.22
380.33,0.58,2.79,0.58,2.79,-2.79,-2.85,-2.33,-2.21,-2.21,-2.21
384.13,0.45,2.64,0.45,2.64,-2.65,-2.74,-2.22,-2.20,-2.20,-2.20
387.97,0.31,2.50,0.31,2.50,-2.50,-2.62,-2.11,-2.19,-2.19,-2.19
391.85,0.18,2.36,0.18,2.36,-2.36,-2.50,-2.01,-2.18,-2.18,-2.18
395.77,0.04,2.22,0.04,2.22,-2.22,-2.39,-1.91,-2.18,-2.18,-2.18
399.73,-0.09,2.08,-0.09,2.08,-2.08,-2.27,-1.81,-2.17,-2.17,-2.17
403.72,-0.23,1.93,-0.23,1.94,-1.94,-2.15,-1.71,-2.16,-2.16,-2.16
407.76,-0.36,1.80,-0.36,1.79,-1.80,-2.02,-1.61,-2.16,-2.16,-2.16
411.84,-0.49,1.66,-0.49,1.66,-1.66,-1.89,-1.52,-2.15,-2.15,-2.15
415.96,-0.62,1.52,-0.62,1.52,-1.52,-1.76,-1.43,-2.14,-2.14,-2.14
420.12,-0.75,1.39,-0.75,1.38,-1.38,-1.63,-1.34,-2.13,-2.13,-2.14
424.32,-0.88,1.25,-0.88,1.24,-1.24,-1.49,-1.25,-2.12,-2.12,-2.13
428.56,-1.01,1.10,-1.01,1.11,-1.11,-1.34,-1.17,-2.11,-2.11,-2.11
432.85,-1.14,0.97,-1.14,0.97,-0.97,-1.19,-1.09,-2.11,-2.11,-2.10
437.18,-1.26,0.84,-1.26,0.83,-0.84,-1.04,-1.01,-2.10,-2.11,-2.10
441.55,-1.39,0.70,-1.38,0.71,-0.71,-0.88,-0.93,-2.10,-2.10,-2.09
445.96,-1.50,0.59,-1.50,0.59,-0.59,-0.71,-0.86,-2.08,-2.08,-2.08
450.42,-1.60,0.47,-1.60,0.47,-0.47,-0.55,-0.79,-2.07,-2.07,-2.08
454.93,-1.71,0.36,-1.71,0.35,-0.35,-0.38,-0.72,-2.06,-2.06,-2.07
459.48,-1.81,0.24,-1.82,0.24,-0.24,-0.22,-0.66,-2.05,-2.06,-2.06
464.07,-1.92,0.12,-1.91,0.13,-0.14,-0.05,-0.60,-2.06,-2.05,-2.04
468.71,-2.00,0.03,-2.00,0.03,-0.03,0.10,-0.54,-2.03,-2.03,-2.03
473.40,-2.07,-0.05,-2.07,-0.06,0.06,0.24,-0.48,-2.01,-2.01,-2.02
478.13,-2.14,-0.14,-2.15,-0.14,0.15,0.37,-0.43,-2.00,-2.00,-2.01
482.91,-2.22,-0.22,-2.22,-0.22,0.22,0.48,-0.39,-1.99,-2.00,-2.00
487.74,-2.29,-0.30,-2.29,-0.30,0.29,0.56,-0.34,-2.00,-2.00,-1.99
492.62,-2.36,-0.38,-2.35,-0.37,0.36,0.62,-0.30,-2.01,-1.99,-1.98
497.55,-2.39,-0.41,-2.39,-0.42,0.41,0.65,-0.26,-1.97,-1.97,-1.97
502.52,-2.41,-0.45,-2.41,-0.45,0.46,0.65,-0.23,-1.94,-1.95,-1.96
507.55,-2.43,-0.49,-2.43,-0.49,0.50,0.63,-0.20,-1.93,-1.93,-1.94
512.62,-2.45,-0.52,-2.46,-0.53,0.53,0.59,-0.18,-1.92,-1.92,-1.93
517.75,-2.48,-0.56,-2.48,-0.56,0.55,0.53,-0.15,-1.92,-1.93,-1.91
522.93,-2.50,-0.60,-2.48,-0.58,0.56,0.46,-0.13,-1.94,-1.92,-1.90
528.16,-2.47,-0.58,-2.47,-0.58,0.56,0.38,-0.12,-1.90,-1.90,-1.89
533.44,-2.43,-0.55,-2.44,-0.55,0.56,0.30,-0.10,-1.87,-1.88,-1.88
538.77,-2.40,-0.52,-2.40,-0.53,0.54,0.22,-0.09,-1.85,-1.86,-1.87
544.16,-2.36,-0.50,-2.36,-0.50,0.51,0.13,-0.08,-1.84,-1.85,-1.85
549.60,-2.32,-0.48,-2.32,-0.48,0.48,0.05,-0.08,-1.85,-1.84,-1.84
555.10,-2.27,-0.45,-2.27,-0.44,0.43,-0.02,-0.08,-1.85,-1.84,-1.83
560.65,-2.19,-0.38,-2.20,-0.38,0.37,-0.09,-0.08,-1.82,-1.82,-1.82
566.25,-2.11,-0.31,-2.12,-0.31,0.31,-0.16,-0.08,-1.80,-1.81,-1.81
571.92,-2.03,-0.24,-2.04,-0.24,0.24,-0.22,-0.08,-1.79,-1.79,-1.80
577.64,-1.95,-0.17,-1.95,-0.16,0.16,-0.27,-0.09,-1.79,-1.79,-1.79
583.41,-1.86,-0.09,-1.86,-0.08,0.08,-0.32,-0.10,-1.78,-1.78,-1.78
589.25,-1.75,0.01,-1.76,0.01,-0.01,-0.36,-0.11,-1.77,-1.77,-1.77
595.14,-1.65,0.11,-1.65,0.11,-0.10,-0.40,-0.12,-1.75,-1.75,-1.76
601.09,-1.54,0.21,-1.54,0.21,-0.20,-0.43,-0.13,-1.74,-1.74,-1.75
607.10,-1.43,0.30,-1.43,0.30,-0.30,-0.46,-0.14,-1.73,-1.72,-1.73
613.17,-1.32,0.39,-1.32,0.39,-0.39,-0.48,-0.16,-1.71,-1.71,-1.71
619.30,-1.20,0.49,-1.20,0.49,-0.49,-0.50,-0.17,-1.69,-1.69,-1.69
625.50,-1.08,0.59,-1.08,0.59,-0.59,-0.52,-0.19,-1.67,-1.67,-1.67
631.75,-0.97,0.69,-0.97,0.69,-0.69,-0.53,-0.21,-1.65,-1.65,-1.66
638.07,-0.85,0.79,-0.85,0.79,-0.79,-0.55,-0.22,-1.64,-1.64,-1.64
644.45,-0.73,0.88,-0.74,0.89,-0.89,-0.55,-0.24,-1.62,-1.62,-1.62
650.89,-0.62,0.99,-0.62,0.98,-0.99,-0.56,-0.26,-1.61,-1.61,-1.61
657.40,-0.51,1.07,-0.51,1.08,-1.08,-0.57,-0.28,-1.59,-1.59,-1.58
663.98,-0.40,1.17,-0.40,1.17,-1.17,-0.57,-0.30,-1.57,-1.57,-1.57
670.62,-0.28,1.26,-0.28,1.27,-1.26,-0.57,-0.32,-1.55,-1.54,-1.55
677.32,-0.17,1.36,-0.18,1.35,-1.35,-0.57,-0.34,-1.52,-1.52,-1.53
684.10,-0.08,1.43,-0.08,1.42,-1.42,-0.57,-0.37,-1.50,-1.51,-1.51
690.94,-0.01,1.48,-0.01,1.48,-1.49,-0.57,-0.39,-1.50,-1.50,-1.49
697.85,0.05,1.52,0.06,1.53,-1.55,-0.57,-0.41,-1.49,-1.49,-1.47
704.83,0.12,1.57,0.13,1.58,-1.58,-0.56,-0.43,-1.46,-1.46,-1.45
711.87,0.18,1.61,0.19,1.62,-1.60,-0.56,-0.46,-1.42,-1.41,-1.43
718.99,0.25,1.66,0.23,1.64,-1.60,-0.55,-0.48,-1.35,-1.37,-1.41
726.18,0.23,1.62,0.22,1.61,-1.58,-0.54,-0.50,-1.35,-1.36,-1.39
733.44,0.17,1.54,0.18,1.55,-1.54,-0.54,-0.53,-1.37,-1.36,-1.37
740.78,0.11,1.46,0.12,1.47,-1.49,-0.53,-0.55,-1.37,-1.37,-1.35
748.19,0.05,1.38,0.06,1.39,-1.41,-0.52,-0.57,-1.35,-1.35,-1.33
755.67,-0.00,1.31,0.00,1.31,-1.31,-0.52,-0.60,-1.31,-1.31,-1.31
763.23,-0.06,1.23,-0.07,1.22,-1.20,-0.51,-0.62,-1.26,-1.27,-1.29
770.86,-0.16,1.11,-0.16,1.11,-1.08,-0.50,-0.65,-1.24,-1.24,-1.27
778.57,-0.27,0.98,-0.26,0.99,-0.97,-0.49,-0.67,-1.24,-1.23,-1.25
786.35,-0.38,0.85,-0.38,0.85,-0.86,-0.48,-0.69,-1.23,-1.24,-1.23
794.22,-0.48,0.72,-0.48,0.72,-0.75,-0.47,-0.72,-1.24,-1.24,-1.20
802.16,-0.58,0.60,-0.56,0.62,-0.65,-0.47,-0.74,-1.23,-1.21,-1.18
810.18,-0.61,0.55,-0.61,0.55,-0.56,-0.46,-0.76,-1.17,-1.18,-1.16
818.28,-0.64,0.50,-0.64,0.50,-0.49,-0.45,-0.79,-1.13,-1.13,-1.14
826.46,-0.67,0.46,-0.67,0.45,-0.43,-0.44,-0.81,-1.10,-1.10,-1.12
834.73,-0.69,0.40,-0.70,0.40,-0.40,-0.43,-0.83,-1.09,-1.10,-1.09
843.08,-0.72,0.35,-0.71,0.36,-0.37,-0.42,-0.85,-1.10,-1.08,-1.07
851.51,-0.70,0.35,-0.70,0.35,-0.36,-0.42,-0.87,-1.07,-1.06,-1.05
860.02,-0.66,0.36,-0.67,0.35,-0.36,-0.41,-0.89,-1.02,-1.03,-1.02
868.62,-0.62,0.37,-0.63,0.37,-0.36,-0.40,-0.91,-0.99,-0.99,-0.99
877.31,-0.58,0.39,-0.59,0.38,-0.37,-0.40,-0.93,-0.96,-0.96,-0.97
886.08,-0.55,0.40,-0.55,0.40,-0.39,-0.39,-0.94,-0.93,-0.93,-0.94
894.94,-0.51,0.41,-0.50,0.41,-0.41,-0.39,-0.96,-0.91,-0.91,-0.92
903.89,-0.46,0.43,-0.46,0.43,-0.43,-0.38,-0.97,-0.89,-0.89,-0.89
912.93,-0.41,0.45,-0.41,0.45,-0.45,-0.38,-0.98,-0.86,-0.86,-0.86
922.06,-0.36,0.46,-0.36,0.46,-0.46,-0.37,-0.99,-0.83,-0.83,-0.82
931.28,-0.32,0.48,-0.32,0.48,-0.48,-0.37,-1.00,-0.79,-0.79,-0.79
940.59,-0.27,0.49,-0.27,0.49,-0.49,-0.37,-1.00,-0.76,-0.76,-0.76
950.00,-0.22,0.51,-0.22,0.51,-0.51,-0.37,-1.00,-0.73,-0.73,-0.73
959.50,-0.18,0.53,-0.18,0.52,-0.52,-0.37,-1.00,-0.69,-0.69,-0.70
969.09,-0.13,0.53,-0.13,0.53,-0.53,-0.38,-1.00,-0.66,-0.66,-0.66
978.78,-0.09,0.54,-0.09,0.54,-0.54,-0.38,-0.99,-0.63,-0.63,-0.63
988.57,-0.05,0.54,-0.05,0.55,-0.55,-0.39,-0.98,-0.60,-0.60,-0.59
998.46,-0.01,0.55,-0.01,0.55,-0.55,-0.39,-0.97,-0.56,-0.56,-0.56
1008.44,0.04,0.56,0.04,0.56,-0.56,-0.40,-0.95,-0.52,-0.52,-0.52
1018.53,0.08,0.56,0.08,0.56,-0.56,-0.41,-0.93,-0.49,-0.49,-0.48
1028.71,0.12,0.56,0.12,0.56,-0.57,-0.42,-0.91,-0.45,-0.45,-0.44
1039.00,0.16,0.57,0.16,0.57,-0.57,-0.43,-0.88,-0.41,-0.41,-0.41
1049.39,0.20,0.57,0.20,0.57,-0.57,-0.44,-0.86,-0.37,-0.37,-0.37
1059.88,0.24,0.57,0.24,0.57,-0.57,-0.45,-0.83,-0.33,-0.33,-0.33
1070.48,0.28,0.56,0.28,0.57,-0.57,-0.46,-0.79,-0.28,-0.28,-0.28
1081.19,0.32,0.56,0.32,0.56,-0.56,-0.46,-0.76,-0.24,-0.24,-0.24
1092.00,0.36,0.55,0.36,0.55,-0.55,-0.46,-0.72,-0.19,-0.19,-0.19
1102.92,0.39,0.53,0.39,0.54,-0.54,-0.46,-0.68,-0.14,-0.14,-0.14
1113.95,0.43,0.53,0.43,0.52,-0.52,-0.45,-0.64,-0.10,-0.10,-0.10
1125.09,0.46,0.50,0.46,0.50,-0.50,-0.43,-0.59,-0.04,-0.04,-0.04
1136.34,0.49,0.48,0.49,0.48,-0.48,-0.41,-0.55,0.01,0.01,0.01
1147.70,0.52,0.45,0.52,0.45,-0.45,-0.38,-0.50,0.07,0.07,0.07
1159.18,0.55,0.42,0.55,0.43,-0.43,-0.35,-0.45,0.12,0.12,0.13
1170.77,0.58,0.40,0.58,0.40,-0.40,-0.31,-0.40,0.18,0.18,0.18
1182.48,0.60,0.37,0.61,0.37,-0.37,-0.26,-0.34,0.24,0.24,0.24
1194.30,0.63,0.33,0.63,0.33,-0.33,-0.22,-0.29,0.30,0.30,0.30
1206.25,0.66,0.29,0.66,0.29,-0.30,-0.17,-0.24,0.36,0.36,0.37
1218.31,0.68,0.26,0.68,0.26,-0.26,-0.13,-0.18,0.43,0.43,0.43
1230.49,0.71,0.22,0.71,0.22,-0.22,-0.08,-0.12,0.49,0.49,0.49
1242.80,0.73,0.18,0.73,0.18,-0.18,-0.03,-0.07,0.56,0.56,0.55
1255.22,0.76,0.14,0.76,0.14,-0.13,0.01,-0.01,0.62,0.62,0.62
1267.78,0.78,0.08,0.78,0.09,-0.09,0.06,0.05,0.69,0.70,0.70
1280.45,0.81,0.04,0.81,0.04,-0.04,0.10,0.11,0.77,0.77,0.77
1293.26,0.83,-0.02,0.83,-0.02,0.01,0.14,0.17,0.84,0.84,0.85
1306.19,0.86,-0.06,0.86,-0.06,0.06,0.18,0.23,0.92,0.92,0.92
1319.25,0.88,-0.12,0.88,-0.11,0.11,0.22,0.30,1.00,1.00,1.00
1332.45,0.91,-0.16,0.91,-0.16,0.17,0.26,0.36,1.07,1.07,1.07
1345.77,0.93,-0.22,0.93,-0.22,0.22,0.30,0.42,1.15,1.15,1.15
1359.23,0.95,-0.27,0.95,-0.27,0.28,0.34,0.49,1.23,1.23,1.23
1372.82,0.98,-0.33,0.98,-0.33,0.33,0.38,0.55,1.31,1.31,1.31
1386.55,1.00,-0.39,1.00,-0.39,0.39,0.41,0.61,1.39,1.39,1.39
1400.41,1.02,-0.45,1.02,-0.45,0.44,0.45,0.68,1.46,1.46,1.47
1414.42,1.04,-0.51,1.04,-0.50,0.50,0.49,0.74,1.54,1.54,1.55
1428.56,1.07,-0.55,1.07,-0.55,0.55,0.52,0.81,1.62,1.62,1.62
1442.85,1.09,-0.61,1.09,-0.61,0.60,0.56,0.88,1.70,1.70,1.70
1457.28,1.12,-0.66,1.12,-0.66,0.66,0.59,0.94,1.78,1.78,1.78
1471.85,1.14,-0.70,1.14,-0.71,0.71,0.63,1.01,1.86,1.86,1.85
1486.57,1.17,-0.76,1.17,-0.76,0.77,0.66,1.08,1.94,1.93,1.93
1501.43,1.20,-0.81,1.19,-0.82,0.82,0.70,1.15,2.01,2.01,2.01
1516.45,1.22,-0.88,1.22,-0.87,0.87,0.74,1.22,2.09,2.09,2.10
1531.61,1.26,-0.93,1.26,-0.93,0.92,0.77,1.29,2.18,2.18,2.19
1546.93,1.30,-0.98,1.30,-0.98,0.97,0.81,1.36,2.27,2.27,2.28
1562.40,1.34,-1.03,1.34,-1.03,1.03,0.85,1.43,2.37,2.37,2.37
1578.02,1.38,-1.08,1.38,-1.07,1.08,0.89,1.50,2.46,2.46,2.46
1593.80,1.42,-1.12,1.42,-1.12,1.13,0.93,1.57,2.55,2.55,2.54
1609.74,1.46,-1.17,1.47,-1.17,1.18,0.97,1.64,2.64,2.64,2.64
1625.84,1.51,-1.23,1.51,-1.23,1.23,1.01,1.71,2.74,2.74,2.74
1642.10,1.56,-1.29,1.56,-1.28,1.28,1.05,1.79,2.84,2.84,2.85
1658.52,1.61,-1.34,1.61,-1.34,1.33,1.09,1.86,2.94,2.94,2.95
1675.10,1.66,-1.39,1.66,-1.39,1.39,1.13,1.93,3.05,3.05,3.05
1691.85,1.71,-1.44,1.71,-1.44,1.45,1.18,2.00,3.16,3.16,3.15
1708.77,1.76,-1.50,1.76,-1.50,1.51,1.22,2.07,3.27,3.27,3.26
1725.86,1.81,-1.57,1.81,-1.57,1.57,1.27,2.14,3.38,3.38,3.38
1743.12,1.86,-1.63,1.86,-1.64,1.63,1.32,2.21,3.49,3.49,3.49
1760.55,1.90,-1.70,1.90,-1.70,1.70,1.37,2.28,3.60,3.60,3.61
1778.15,1.95,-1.78,1.95,-1.77,1.77,1.42,2.35,3.72,3.72,3.73
1795.94,2.00,-1.84,2.00,-1.84,1.85,1.47,2.42,3.85,3.85,3.84
1813.90,2.05,-1.92,2.05,-1.92,1.92,1.52,2.48,3.97,3.97,3.97
1832.03,2.09,-2.00,2.09,-2.00,2.00,1.58,2.55,4.09,4.09,4.09
1850.36,2.13,-2.09,2.13,-2.09,2.09,1.63,2.61,4.22,4.22,4.22
1868.86,2.17,-2.18,2.17,-2.18,2.17,1.69,2.67,4.35,4.35,4.35
1887.55,2.21,-2.27,2.21,-2.26,2.27,1.75,2.73,4.48,4.48,4.48
1906.42,2.25,-2.36,2.25,-2.36,2.36,1.81,2.78,4.61,4.61,4.61
1925.49,2.29,-2.45,2.29,-2.45,2.46,1.87,2.84,4.75,4.75,4.74
1944.74,2.33,-2.55,2.33,-2.55,2.55,1.94,2.89,4.88,4.88,4.88
1964.19,2.36,-2.64,2.36,-2.65,2.65,2.01,2.94,5.01,5.01,5.01
1983.83,2.40,-2.75,2.40,-2.75,2.74,2.07,2.99,5.14,5.14,5.15
2003.67,2.44,-2.84,2.44,-2.84,2.83,2.15,3.03,5.27,5.27,5.28
2023.71,2.47,-2.93,2.47,-2.93,2.92,2.22,3.07,5.39,5.39,5.40
2043.94,2.51,-3.01,2.51,-3.01,3.00,2.30,3.11,5.51,5.51,5.52
2064.38,2.55,-3.08,2.55,-3.08,3.09,2.37,3.15,5.64,5.64,5.63
2085.03,2.59,-3.16,2.59,-3.16,3.17,2.45,3.19,5.76,5.76,5.75
2105.88,2.62,-3.24,2.62,-3.24,3.25,2.54,3.22,5.88,5.88,5.87
2126.94,2.66,-3.33,2.66,-3.33,3.33,2.62,3.25,5.99,5.99,5.99
2148.20,2.70,-3.41,2.70,-3.41,3.40,2.71,3.28,6.10,6.10,6.11
2169.69,2.74,-3.49,2.75,-3.48,3.48,2.80,3.31,6.22,6.22,6.23
2191.38,2.80,-3.55,2.79,-3.55,3.55,2.90,3.34,6.34,6.34,6.35
2213.30,2.85,-3.62,2.85,-3.62,3.62,2.99,3.37,6.47,6.47,6.47
2235.43,2.90,-3.68,2.90,-3.68,3.68,3.09,3.40,6.59,6.59,6.59
2257.78,2.96,-3.74,2.96,-3.74,3.75,3.19,3.42,6.71,6.71,6.70
2280.36,3.01,-3.81,3.01,-3.80,3.80,3.30,3.45,6.82,6.82,6.82
2303.17,3.07,-3.86,3.07,-3.86,3.86,3.41,3.48,6.93,6.93,6.93
2326.20,3.12,-3.93,3.12,-3.93,3.91,3.52,3.51,7.04,7.04,7.05
2349.46,3.18,-3.99,3.18,-3.98,3.97,3.63,3.53,7.15,7.15,7.17
2372.95,3.23,-4.03,3.24,-4.03,4.03,3.75,3.56,7.26,7.27,7.27
2396.68,3.29,-4.07,3.29,-4.08,4.09,3.87,3.59,7.38,7.38,7.36
2420.65,3.33,-4.13,3.32,-4.14,4.16,3.99,3.63,7.49,7.48,7.46
2444.86,3.33,-4.22,3.33,-4.22,4.23,4.11,3.66,7.56,7.57,7.55
2469.31,3.33,-4.31,3.33,-4.31,4.31,4.24,3.70,7.64,7.64,7.64
2494.00,3.33,-4.41,3.33,-4.40,4.38,4.37,3.74,7.71,7.71,7.74
2518.94,3.33,-4.48,3.33,-4.48,4.46,4.50,3.78,7.79,7.79,7.82
2544.13,3.33,-4.55,3.33,-4.56,4.54,4.63,3.82,7.88,7.88,7.89
2569.57,3.34,-4.63,3.34,-4.63,4.63,4.76,3.87,7.97,7.97,7.97
2595.27,3.34,-4.71,3.34,-4.71,4.72,4.90,3.91,8.06,8.06,8.05
2621.22,3.34,-4.79,3.33,-4.80,4.81,5.03,3.97,8.15,8.14,8.13
2647.43,3.30,-4.90,3.30,-4.90,4.91,5.16,4.02,8.21,8.21,8.20
2673.90,3.24,-5.01,3.25,-5.01,5.02,5.30,4.08,8.26,8.26,8.26
2700.64,3.19,-5.13,3.19,-5.13,5.13,5.43,4.14,8.31,8.32,8.32
2727.65,3.13,-5.25,3.13,-5.25,5.25,5.56,4.21,8.38,8.38,8.38
2754.93,3.08,-5.36,3.08,-5.36,5.37,5.68,4.28,8.45,8.45,8.44
2782.48,3.02,-5.48,3.01,-5.48,5.50,5.81,4.35,8.52,8.51,8.50
2810.30,2.94,-5.61,2.94,-5.60,5.62,5.92,4.42,8.56,8.56,8.55
2838.40,2.86,-5.72,2.86,-5.72,5.73,6.04,4.50,8.58,8.59,8.58
2866.79,2.77,-5.83,2.78,-5.84,5.82,6.14,4.59,8.59,8.60,8.61
2895.46,2.69,-5.96,2.69,-5.95,5.89,6.24,4.68,8.58,8.59,8.65
2924.41,2.61,-6.07,2.60,-6.08,5.95,6.33,4.77,8.56,8.55,8.68
2953.65,2.50,-6.21,2.50,-6.21,5.99,6.41,4.86,8.49,8.49,8.71
2983.19,2.38,-6.35,2.39,-6.35,6.01,6.48,4.96,8.40,8.40,8.74
3013.02,2.27,-6.50,2.27,-6.49,6.02,6.54,5.07,8.29,8.29,8.77
3043.15,2.15,-6.64,2.15,-6.64,6.02,6.59,5.17,8.17,8.17,8.79
3073.58,2.03,-6.78,2.02,-6.79,6.01,6.63,5.28,8.04,8.04,8.81
3104.32,1.88,-6.96,1.88,-6.95,6.00,6.66,5.40,7.89,7.89,8.84
3135.36,1.73,-7.13,1.73,-7.12,6.00,6.67,5.52,7.73,7.73,8.86
3166.72,1.57,-7.30,1.57,-7.30,6.00,6.67,5.64,7.57,7.57,8.87
3198.38,1.41,-7.46,1.40,-7.47,6.00,6.67,5.76,7.41,7.40,8.87
3230.37,1.22,-7.65,1.22,-7.65,6.00,6.65,5.89,7.22,7.22,8.87
3262.67,1.01,-7.85,1.02,-7.85,6.00,6.62,6.02,7.01,7.02,8.86
3295.30,0.80,-8.06,0.80,-8.06,6.00,6.58,6.15,6.80,6.80,8.86
3328.25,0.59,-8.27,0.58,-8.27,6.00,6.53,6.28,6.59,6.58,8.86
3361.53,0.36,-8.49,0.36,-8.49,6.00,6.47,6.41,6.36,6.36,8.85
3395.15,0.12,-8.71,0.13,-8.71,6.00,6.41,6.54,6.12,6.13,8.84
3429.10,-0.11,-8.93,-0.11,-8.93,6.00,6.34,6.68,5.89,5.89,8.82
3463.39,-0.36,-9.16,-0.36,-9.16,6.00,6.26,6.81,5.64,5.64,8.80
3498.03,-0.61,-9.40,-0.61,-9.40,6.00,6.18,6.94,5.39,5.39,8.79
3533.01,-0.87,-9.64,-0.87,-9.64,6.00,6.10,7.06,5.13,5.13,8.77
3568.34,-1.15,-9.88,-1.14,-9.88,6.00,6.02,7.19,4.85,4.86,8.74
3604.02,-1.42,-10.13,-1.42,-10.13,6.00,5.94,7.30,4.58,4.58,8.71
3640.06,-1.71,-10.39,-1.71,-10.39,6.00,5.85,7.41,4.29,4.29,8.68
3676.46,-2.01,-10.65,-2.01,-10.66,6.00,5.77,7.52,3.99,3.99,8.64
3713.22,-2.32,-10.93,-2.33,-10.93,6.00,5.69,7.61,3.68,3.67,8.61
3750.36,-2.65,-11.23,-2.65,-11.22,6.00,5.61,7.69,3.35,3.35,8.58
3787.86,-2.98,-11.52,-2.97,-11.52,6.00,5.54,7.76,3.02,3.03,8.54
3825.74,-3.32,-11.83,-3.32,-11.83,6.00,5.46,7.82,2.68,2.68,8.51
3864.00,-3.67,-12.14,-3.69,-12.16,6.00,5.40,7.87,2.33,2.31,8.47
3902.64,-4.09,-12.52,-4.08,-12.51,6.00,5.33,7.90,1.91,1.92,8.43
3941.66,-4.50,-12.89,-4.50,-12.89,6.00,5.28,7.92,1.50,1.50,8.39
3981.08,-4.91,-13.27,-4.92,-13.28,6.00,5.23,7.92,1.09,1.08,8.36
4020.89,-5.31,-13.63,-5.31,-13.63,6.00,5.19,7.90,0.69,0.69,8.32
4061.10,-5.69,-13.96,-5.65,-13.92,6.00,5.15,7.87,0.31,0.35,8.27
4101.71,-5.91,-14.13,-5.94,-14.16,6.00,5.12,7.82,0.09,0.06,8.22
4142.73,-6.12,-14.30,-6.16,-14.33,6.00,5.10,7.76,-0.12,-0.16,8.18
4184.15,-6.32,-14.45,-6.28,-14.41,6.00,5.09,7.68,-0.32,-0.28,8.13
4226.00,-6.34,-14.43,-6.31,-14.40,6.00,5.09,7.58,-0.34,-0.31,8.09
4268.26,-6.21,-14.25,-6.26,-14.30,6.00,5.10,7.48,-0.21,-0.26,8.04
4310.94,-6.09,-14.08,-6.11,-14.10,6.00,5.12,7.36,-0.09,-0.11,7.99
4354.05,-5.94,-13.87,-5.87,-13.81,6.00,5.15,7.23,0.06,0.13,7.94
4397.59,-5.52,-13.41,-5.52,-13.40,6.00,5.20,7.09,0.48,0.48,7.89
4441.56,-5.04,-12.88,-5.06,-12.90,6.00,5.25,6.94,0.96,0.94,7.84
4485.98,-4.53,-12.32,-4.55,-12.33,6.00,5.32,6.79,1.47,1.45,7.79
4530.84,-4.05,-11.77,-4.04,-11.77,6.00,5.41,6.63,1.95,1.96,7.73
4576.15,-3.55,-11.23,-3.54,-11.22,6.00,5.51,6.46,2.45,2.46,7.68
4621.91,-3.05,-10.66,-3.05,-10.67,6.00,5.62,6.30,2.95,2.95,7.62
4668.13,-2.55,-10.12,-2.55,-10.12,6.00,5.75,6.13,3.45,3.45,7.57
4714.81,-2.07,-9.58,-2.07,-9.58,6.00,5.90,5.95,3.93,3.93,7.51
4761.96,-1.61,-9.06,-1.60,-9.05,6.00,6.05,5.78,4.39,4.40,7.45
4809.58,-1.16,-8.55,-1.15,-8.54,6.00,6.22,5.61,4.84,4.85,7.40
4857.67,-0.71,-8.04,-0.72,-8.06,6.00,6.41,5.43,5.30,5.28,7.34
4906.25,-0.35,-7.62,-0.34,-7.62,6.01,6.60,5.26,5.67,5.67,7.28
4955.31,-0.00,-7.22,-0.01,-7.23,6.02,6.79,5.09,6.02,6.01,7.22
5004.87,0.27,-6.89,0.29,-6.88,6.01,6.97,4.92,6.29,6.30,7.16
5054.91,0.54,-6.58,0.54,-6.57,5.99,7.15,4.76,6.53,6.54,7.12
5105.46,0.78,-6.29,0.74,-6.32,5.96,7.31,4.59,6.74,6.71,7.07
5156.52,0.89,-6.13,0.90,-6.12,5.93,7.44,4.43,6.81,6.82,7.02
5208.08,0.99,-5.98,1.02,-5.95,5.88,7.53,4.27,6.87,6.90,6.97
5260.16,1.10,-5.82,1.10,-5.82,5.84,7.57,4.12,6.93,6.93,6.92
5312.77,1.18,-5.69,1.14,-5.73,5.79,7.55,3.97,6.97,6.93,6.87
5365.89,1.11,-5.70,1.12,-5.69,5.75,7.48,3.82,6.86,6.87,6.81
5419.55,1.04,-5.71,1.05,-5.70,5.73,7.36,3.68,6.77,6.78,6.75
5473.75,0.97,-5.73,0.97,-5.72,5.72,7.19,3.54,6.69,6.70,6.70
5528.49,0.90,-5.74,0.90,-5.74,5.74,6.97,3.40,6.64,6.64,6.64
5583.77,0.83,-5.76,0.82,-5.76,5.78,6.72,3.27,6.61,6.60,6.59
5639.61,0.73,-5.80,0.73,-5.81,5.84,6.45,3.14,6.57,6.56,6.53
5696.00,0.62,-5.87,0.62,-5.87,5.89,6.17,3.01,6.51,6.51,6.49
5752.96,0.50,-5.94,0.49,-5.95,5.93,5.88,2.89,6.43,6.42,6.44
5810.49,0.39,-6.00,0.38,-6.01,5.96,5.59,2.77,6.35,6.34,6.39
5868.60,0.27,-6.07,0.31,-6.03,5.97,5.30,2.65,6.24,6.28,6.34
